=== tests/TC1.txt — Word Count (Distinct Words & Frequencies) ===

No.  |  Word             |  Frequency
2519  |  pas                 |          1
2520  |  passage             |          1
2521  |  passed              |          1
2522  |  passenger           |          1
2523  |  passes              |          1
2524  |  passing             |          1
2525  |  password            |          1
2526  |  pasta               |          1
2527  |  paste               |          1
2528  |  path                |          1
2529  |  pathology           |          1
2530  |  paths               |          1
2531  |  patient             |          1
2532  |  patricia            |          1
2533  |  pattern             |          1
2534  |  payday              |          1
2535  |  paying              |          1
2536  |  payment             |          1
2537  |  paypal              |          1
2538  |  pc                  |          1
2539  |  pct                 |          1
2540  |  pdas                |          1
2541  |  pdt                 |          1
2542  |  pe                  |          1
2543  |  peace               |          1
2544  |  peak                |          1
2545  |  pee                 |          1
2546  |  peeing              |          1
2547  |  peers               |          1
2548  |  penguin             |          1
2549  |  peninsula           |          1
2550  |  penn                |          1
2551  |  penny               |          1
2552  |  pens                |          1
2553  |  people              |          1
2554  |  peoples             |          1
2555  |  per                 |          1
2556  |  perceived           |          1
2557  |  percentage          |          1
2558  |  perception          |          1
2559  |  perform             |          1
2560  |  performed           |          1
2561  |  performer           |          1
2562  |  performing          |          1
2563  |  perfume             |          1
2564  |  periods             |          1
2565  |  peripheral          |          1
2566  |  permalink           |          1
2567  |  personal            |          1
2568  |  personalized        |          1
2569  |  personals           |          1
2570  |  pet                 |          1
2571  |  petite              |          1
2572  |  pf                  |          1
2573  |  pg                  |          1
2574  |  pharmaceuticals     |          1
2575  |  phd                 |          1
2576  |  phi                 |          1
2577  |  philadelphia        |          1
2578  |  philips             |          1
2579  |  philosophy          |          1
2580  |  photographer        |          1
2581  |  photographic        |          1
2582  |  phpbb               |          1
2583  |  phrase              |          1
2584  |  physician           |          1
2585  |  physicians          |          1
2586  |  physics             |          1
2587  |  pieces              |          1
2588  |  pierce              |          1
2589  |  pillow              |          1
2590  |  pins                |          1
2591  |  pipe                |          1
2592  |  pipeline            |          1
2593  |  pirates             |          1
2594  |  pix                 |          1
2595  |  pizza               |          1
2596  |  pl                  |          1
2597  |  places              |          1
2598  |  plains              |          1
2599  |  plan                |          1
2600  |  planner             |          1
2601  |  planning            |          1
2602  |  plasma              |          1
2603  |  plastic             |          1
2604  |  plastics            |          1
2605  |  plates              |          1
2606  |  platform            |          1
2607  |  platforms           |          1
2608  |  play                |          1
2609  |  playboy             |          1
2610  |  players             |          1
2611  |  playing             |          1
2612  |  plaza               |          1
2613  |  please              |          1
2614  |  plots               |          1
2615  |  plugin              |          1
2616  |  plymouth            |          1
2617  |  pockets             |          1
2618  |  pod                 |          1
2619  |  podcast             |          1
2620  |  poetry              |          1
2621  |  point               |          1
2622  |  pointed             |          1
2623  |  pokemon             |          1
2624  |  poland              |          1
2625  |  pole                |          1
2626  |  policy              |          1
2627  |  polished            |          1
2628  |  politicians         |          1
2629  |  poll                |          1
2630  |  polls               |          1
2631  |  pollution           |          1
2632  |  polymer             |          1
2633  |  polyphonic          |          1
2634  |  pond                |          1
2635  |  pontiac             |          1
2636  |  pop                 |          1
2637  |  pope                |          1
2638  |  popular             |          1
2639  |  populations         |          1
2640  |  por                 |          1
2641  |  port                |          1
2642  |  portions            |          1
2643  |  portland            |          1
2644  |  portuguese          |          1
2645  |  pos                 |          1
2646  |  pose                |          1
2647  |  positions           |          1
2648  |  positive            |          1
2649  |  possess             |          1
2650  |  postage             |          1
2651  |  postal              |          1
2652  |  postcard            |          1
2653  |  posted              |          1
2654  |  poster              |          1
2655  |  postings            |          1
2656  |  postposted          |          1
2657  |  potatoes            |          1
2658  |  potter              |          1
2659  |  pound               |          1
2660  |  pounds              |          1
2661  |  powder              |          1
2662  |  powell              |          1
2663  |  powered             |          1
2664  |  powerful            |          1
2665  |  powerseller         |          1
2666  |  practical           |          1
2667  |  practice            |          1
2668  |  practitioners       |          1
2669  |  prayers             |          1
2670  |  preceding           |          1
2671  |  precise             |          1
2672  |  precision           |          1
2673  |  predict             |          1
2674  |  predicted           |          1
2675  |  predictions         |          1
2676  |  preference          |          1
2677  |  preferred           |          1
2678  |  prefers             |          1
2679  |  prefix              |          1
2680  |  premier             |          1
2681  |  premises            |          1
2682  |  preparing           |          1
2683  |  prerequisite        |          1
2684  |  prescription        |          1
2685  |  presidential        |          1
2686  |  pressing            |          1
2687  |  pressure            |          1
2688  |  preston             |          1
2689  |  preventing          |          1
2690  |  preview             |          1
2691  |  previews            |          1
2692  |  previous            |          1
2693  |  previously          |          1
2694  |  price               |          1
2695  |  priest              |          1
2696  |  primary             |          1
2697  |  principal           |          1
2698  |  principle           |          1
2699  |  principles          |          1
2700  |  printable           |          1
2701  |  printer             |          1
2702  |  printing            |          1
2703  |  prints              |          1
2704  |  priorities          |          1
2705  |  prison              |          1
2706  |  prisoners           |          1
2707  |  privileges          |          1
2708  |  prix                |          1
2709  |  problem             |          1
2710  |  problems            |          1
2711  |  proc                |          1
2712  |  procedure           |          1
2713  |  proceed             |          1
2714  |  proceedings         |          1
2715  |  proceeds            |          1
2716  |  processed           |          1
2717  |  processing          |          1
2718  |  processors          |          1
2719  |  produce             |          1
2720  |  produced            |          1
2721  |  producers           |          1
2722  |  productivity        |          1
2723  |  professional        |          1
2724  |  profiles            |          1
2725  |  programmes          |          1
2726  |  project             |          1
2727  |  projected           |          1
2728  |  projects            |          1
2729  |  prominent           |          1
2730  |  promise             |          1
2731  |  promised            |          1
2732  |  promote             |          1
2733  |  promoted            |          1
2734  |  promotions          |          1
2735  |  prompt              |          1
2736  |  promptly            |          1
2737  |  proof               |          1
2738  |  propecia            |          1
2739  |  proper              |          1
2740  |  prophet             |          1
2741  |  proposal            |          1
2742  |  proposals           |          1
2743  |  proposition         |          1
2744  |  proprietary         |          1
2745  |  pros                |          1
2746  |  protect             |          1
2747  |  protected           |          1
2748  |  protective          |          1
2749  |  protest             |          1
2750  |  proudly             |          1
2751  |  prove               |          1
2752  |  providence          |          1
2753  |  province            |          1
2754  |  provinces           |          1
2755  |  ps                  |          1
2756  |  psp                 |          1
2757  |  psychiatry          |          1
2758  |  pts                 |          1
2759  |  public              |          1
2760  |  publication         |          1
2761  |  publicity           |          1
2762  |  publish             |          1
2763  |  pubmed              |          1
2764  |  pull                |          1
2765  |  pulling             |          1
2766  |  punishment          |          1
2767  |  purchased           |          1
2768  |  pursuant            |          1
2769  |  pussy               |          1
2770  |  puts                |          1
2771  |  puzzles             |          1
2772  |  qatar               |          1
2773  |  qty                 |          1
2774  |  quantitative        |          1
2775  |  quantities          |          1
2776  |  quantum             |          1
2777  |  quarterly           |          1
2778  |  queries             |          1
2779  |  query               |          1
2780  |  quest               |          1
2781  |  question            |          1
2782  |  questions           |          1
2783  |  quiet               |          1
2784  |  quilt               |          1
2785  |  quoted              |          1
2786  |  ra                  |          1
2787  |  rabbit              |          1
2788  |  race                |          1
2789  |  races               |          1
2790  |  rachel              |          1
2791  |  racial              |          1
2792  |  radiation           |          1
2793  |  radio               |          1
2794  |  radius              |          1
2795  |  rage                |          1
2796  |  railway             |          1
2797  |  raises              |          1
2798  |  ralph               |          1
2799  |  random              |          1
2800  |  range               |          1
2801  |  rangers             |          1
2802  |  ranging             |          1
2803  |  rank                |          1
2804  |  ranking             |          1
2805  |  ranks               |          1
2806  |  rap                 |          1
2807  |  rapidly             |          1
2808  |  rarely              |          1
2809  |  rat                 |          1
2810  |  rather              |          1
2811  |  ratings             |          1
2812  |  rational            |          1
2813  |  ratios              |          1
2814  |  raw                 |          1
2815  |  raymond             |          1
2816  |  rays                |          1
2817  |  rb                  |          1
2818  |  rc                  |          1
2819  |  reached             |          1
2820  |  reaction            |          1
2821  |  readily             |          1
2822  |  ready               |          1
2823  |  realty              |          1
2824  |  rear                |          1
2825  |  reason              |          1
2826  |  reasons             |          1
2827  |  rebecca             |          1
2828  |  receive             |          1
2829  |  receivers           |          1
2830  |  recent              |          1
2831  |  reception           |          1
2832  |  recipe              |          1
2833  |  recipes             |          1
2834  |  recipients          |          1
2835  |  recognize           |          1
2836  |  recognized          |          1
2837  |  recommendations     |          1
2838  |  record              |          1
2839  |  recorders           |          1
2840  |  recovered           |          1
2841  |  recreational        |          1
2842  |  recruitment         |          1
2843  |  references          |          1
2844  |  refers              |          1
2845  |  refine              |          1
2846  |  refined             |          1
2847  |  reflect             |          1
2848  |  reflection          |          1
2849  |  reflections         |          1
2850  |  reform              |          1
2851  |  reforms             |          1
2852  |  refresh             |          1
2853  |  refuse              |          1
2854  |  regime              |          1
2855  |  regional            |          1
2856  |  registration        |          1
2857  |  regression          |          1
2858  |  regularly           |          1
2859  |  regulated           |          1
2860  |  rehab               |          1
2861  |  rehabilitation      |          1
2862  |  reid                |          1
2863  |  reject              |          1
2864  |  rel                 |          1
2865  |  related             |          1
2866  |  relation            |          1
2867  |  relations           |          1
2868  |  relax               |          1
2869  |  relaxation          |          1
2870  |  reliability         |          1
2871  |  reliable            |          1
2872  |  religions           |          1
2873  |  religious           |          1
2874  |  relocation          |          1
2875  |  remained            |          1
2876  |  remains             |          1
2877  |  remarks             |          1
2878  |  remedy              |          1
2879  |  removable           |          1
2880  |  remove              |          1
2881  |  removing            |          1
2882  |  reno                |          1
2883  |  rental              |          1
2884  |  repairs             |          1
2885  |  repeat              |          1
2886  |  replaced            |          1
2887  |  replacing           |          1
2888  |  replication         |          1
2889  |  report              |          1
2890  |  reporters           |          1
2891  |  reporting           |          1
2892  |  represent           |          1
2893  |  representation      |          1
2894  |  representing        |          1
2895  |  reproduce           |          1
2896  |  reproductive        |          1
2897  |  republican          |          1
2898  |  reputation          |          1
2899  |  requests            |          1
2900  |  requirement         |          1
2901  |  requirements        |          1
2902  |  res                 |          1
2903  |  rescue              |          1
2904  |  researcher          |          1
2905  |  reserve             |          1
2906  |  reserved            |          1
2907  |  reserves            |          1
2908  |  reset               |          1
2909  |  residence           |          1
2910  |  resident            |          1
2911  |  residential         |          1
2912  |  resistant           |          1
2913  |  resolutions         |          1
2914  |  resolve             |          1
2915  |  resort              |          1
2916  |  resources           |          1
2917  |  respondent          |          1
2918  |  respondents         |          1
2919  |  response            |          1
2920  |  responsible         |          1
2921  |  rest                |          1
2922  |  restaurants         |          1
2923  |  restricted          |          1
2924  |  restrictions        |          1
2925  |  restructuring       |          1
2926  |  result              |          1
2927  |  resulted            |          1
2928  |  retail              |          1
2929  |  retreat             |          1
2930  |  retrieval           |          1
2931  |  retrieved           |          1
2932  |  returned            |          1
2933  |  returns             |          1
2934  |  reunion             |          1
2935  |  reveal              |          1
2936  |  revealed            |          1
2937  |  reveals             |          1
2938  |  revenge             |          1
2939  |  reviewed            |          1
2940  |  reviews             |          1
2941  |  revised             |          1
2942  |  reward              |          1
2943  |  rfc                 |          1
2944  |  rg                  |          1
2945  |  ri                  |          1
2946  |  ribbon              |          1
2947  |  rice                |          1
2948  |  richard             |          1
2949  |  richards            |          1
2950  |  richmond            |          1
2951  |  rico                |          1
2952  |  rid                 |          1
2953  |  rider               |          1
2954  |  ridge               |          1
2955  |  right               |          1
2956  |  rights              |          1
2957  |  ring                |          1
2958  |  rings               |          1
2959  |  rip                 |          1
2960  |  ripe                |          1
2961  |  rising              |          1
2962  |  rj                  |          1
2963  |  rl                  |          1
2964  |  rna                 |          1
2965  |  rob                 |          1
2966  |  robert              |          1
2967  |  robinson            |          1
2968  |  rocks               |          1
2969  |  rod                 |          1
2970  |  roger               |          1
2971  |  roland              |          1
2972  |  roles               |          1
2973  |  roll                |          1
2974  |  rolled              |          1
2975  |  roller              |          1
2976  |  rolling             |          1
2977  |  romantic            |          1
2978  |  ron                 |          1
2979  |  room                |          1
2980  |  rooms               |          1
2981  |  root                |          1
2982  |  roots               |          1
2983  |  rose                |          1
2984  |  roster              |          1
2985  |  roughly             |          1
2986  |  route               |          1
2987  |  routers             |          1
2988  |  routes              |          1
2989  |  routine             |          1
2990  |  row                 |          1
2991  |  royal               |          1
2992  |  rp                  |          1
2993  |  rr                  |          1
2994  |  rrp                 |          1
2995  |  rt                  |          1
2996  |  rubber              |          1
2997  |  ruby                |          1
2998  |  rugby               |          1
2999  |  ruling              |          1
3000  |  runner              |          1
3001  |  running             |          1
3002  |  russell             |          1
3003  |  russia              |          1
3004  |  russian             |          1
3005  |  rv                  |          1
3006  |  rw                  |          1
3007  |  ryan                |          1
3008  |  s                   |          1
3009  |  sa                  |          1
3010  |  safe                |          1
3011  |  safely              |          1
3012  |  safer               |          1
3013  |  safety              |          1
3014  |  said                |          1
3015  |  sail                |          1
3016  |  sailing             |          1
3017  |  salad               |          1
3018  |  sale                |          1
3019  |  salem               |          1
3020  |  salmon              |          1
3021  |  salt                |          1
3022  |  salvador            |          1
3023  |  salvation           |          1
3024  |  sam                 |          1
3025  |  samba               |          1
3026  |  sanyo               |          1
3027  |  sao                 |          1
3028  |  sap                 |          1
3029  |  sat                 |          1
3030  |  satellite           |          1
3031  |  satisfaction        |          1
3032  |  saturday            |          1
3033  |  savage              |          1
3034  |  save                |          1
3035  |  saving              |          1
3036  |  savings             |          1
3037  |  say                 |          1
3038  |  sbjct               |          1
3039  |  scan                |          1
3040  |  scanned             |          1
3041  |  scanners            |          1
3042  |  scene               |          1
3043  |  schedule            |          1
3044  |  schemes             |          1
3045  |  school              |          1
3046  |  science             |          1
3047  |  scientific          |          1
3048  |  scotia              |          1
3049  |  scott               |          1
3050  |  scout               |          1
3051  |  screen              |          1
3052  |  screensavers        |          1
3053  |  screenshot          |          1
3054  |  scuba               |          1
3055  |  sd                  |          1
3056  |  sea                 |          1
3057  |  sealed              |          1
3058  |  sean                |          1
3059  |  searchcom           |          1
3060  |  searches            |          1
3061  |  seas                |          1
3062  |  season              |          1
3063  |  seasonal            |          1
3064  |  seat                |          1
3065  |  secondary           |          1
3066  |  secretariat         |          1
3067  |  section             |          1
3068  |  secure              |          1
3069  |  seeds               |          1
3070  |  seek                |          1
3071  |  seem                |          1
3072  |  segment             |          1
3073  |  selecting           |          1
3074  |  selective           |          1
3075  |  sell                |          1
3076  |  semi                |          1
3077  |  senator             |          1
3078  |  send                |          1
3079  |  sensitivity         |          1
3080  |  sensor              |          1
3081  |  sensors             |          1
3082  |  sentence            |          1
3083  |  seo                 |          1
3084  |  sep                 |          1
3085  |  separate            |          1
3086  |  separated           |          1
3087  |  sept                |          1
3088  |  seq                 |          1
3089  |  sequences           |          1
3090  |  ser                 |          1
3091  |  series              |          1
3092  |  serum               |          1
3093  |  served              |          1
3094  |  serves              |          1
3095  |  services            |          1
3096  |  settlement          |          1
3097  |  setup               |          1
3098  |  seven               |          1
3099  |  several             |          1
3100  |  severe              |          1
3101  |  sewing              |          1
3102  |  sex                 |          1
3103  |  sexual              |          1
3104  |  sexuality           |          1
3105  |  sexy                |          1
3106  |  sh                  |          1
3107  |  shadow              |          1
3108  |  shaft               |          1
3109  |  shakira             |          1
3110  |  shares              |          1
3111  |  sharp               |          1
3112  |  shaved              |          1
3113  |  she                 |          1
3114  |  shed                |          1
3115  |  sheet               |          1
3116  |  shelter             |          1
3117  |  shemales            |          1
3118  |  shield              |          1
3119  |  ship                |          1
3120  |  shipment            |          1
3121  |  shipped             |          1
3122  |  shipping            |          1
3123  |  ships               |          1
3124  |  shoe                |          1
3125  |  shopper             |          1
3126  |  shops               |          1
3127  |  shortcuts           |          1
3128  |  shortly             |          1
3129  |  shot                |          1
3130  |  shots               |          1
3131  |  shoulder            |          1
3132  |  show                |          1
3133  |  showcase            |          1
3134  |  showed              |          1
3135  |  shown               |          1
3136  |  sic                 |          1
3137  |  sick                |          1
3138  |  sides               |          1
3139  |  sie                 |          1
3140  |  sierra              |          1
3141  |  sig                 |          1
3142  |  sigma               |          1
3143  |  sign                |          1
3144  |  signal              |          1
3145  |  signed              |          1
3146  |  signs               |          1
3147  |  silence             |          1
3148  |  silent              |          1
3149  |  silicon             |          1
3150  |  silk                |          1
3151  |  similarly           |          1
3152  |  simon               |          1
3153  |  simplified          |          1
3154  |  simulations         |          1
3155  |  singapore           |          1
3156  |  singer              |          1
3157  |  singh               |          1
3158  |  singing             |          1
3159  |  sister              |          1
3160  |  sisters             |          1
3161  |  site                |          1
3162  |  sk                  |          1
3163  |  skills              |          1
3164  |  sku                 |          1
3165  |  sleeps              |          1
3166  |  sleeve              |          1
3167  |  slide               |          1
3168  |  slideshow           |          1
3169  |  slight              |          1
3170  |  slot                |          1
3171  |  slovenia            |          1
3172  |  slow                |          1
3173  |  slut                |          1
3174  |  sm                  |          1
3175  |  small               |          1
3176  |  smaller             |          1
3177  |  sn                  |          1
3178  |  snow                |          1
3179  |  snowboard           |          1
3180  |  so                  |          1
3181  |  soa                 |          1
3182  |  soc                 |          1
3183  |  sodium              |          1
3184  |  sofa                |          1
3185  |  softball            |          1
3186  |  software            |          1
3187  |  solar               |          1
3188  |  soldier             |          1
3189  |  soldiers            |          1
3190  |  solo                |          1
3191  |  solving             |          1
3192  |  soma                |          1
3193  |  someone             |          1
3194  |  sometimes           |          1
3195  |  song                |          1
3196  |  soon                |          1
3197  |  sophisticated       |          1
3198  |  sorry               |          1
3199  |  sorts               |          1
3200  |  sound               |          1
3201  |  sources             |          1
3202  |  southampton         |          1
3203  |  southern            |          1
3204  |  soviet              |          1
3205  |  spaces              |          1
3206  |  spam                |          1
3207  |  span                |          1
3208  |  spank               |          1
3209  |  speak               |          1
3210  |  speaker             |          1
3211  |  special             |          1
3212  |  specialists         |          1
3213  |  specialty           |          1
3214  |  specifically        |          1
3215  |  specifies           |          1
3216  |  spectacular         |          1
3217  |  speech              |          1
3218  |  speeds              |          1
3219  |  spending            |          1
3220  |  spent               |          1
3221  |  sphere              |          1
3222  |  spice               |          1
3223  |  spies               |          1
3224  |  spin                |          1
3225  |  spine               |          1
3226  |  sponsors            |          1
3227  |  spot                |          1
3228  |  spotlight           |          1
3229  |  springfield         |          1
3230  |  spy                 |          1
3231  |  sql                 |          1
3232  |  squad               |          1
3233  |  square              |          1
3234  |  squirting           |          1
3235  |  sr                  |          1
3236  |  sri                 |          1
3237  |  ss                  |          1
3238  |  stability           |          1
3239  |  stack               |          1
3240  |  stadium             |          1
3241  |  stainless           |          1
3242  |  stamp               |          1
3243  |  standings           |          1
3244  |  stars               |          1
3245  |  start               |          1
3246  |  starter             |          1
3247  |  state               |          1
3248  |  stated              |          1
3249  |  statement           |          1
3250  |  statewide           |          1
3251  |  stating             |          1
3252  |  stations            |          1
3253  |  status              |          1
3254  |  stay                |          1
3255  |  std                 |          1
3256  |  step                |          1
3257  |  stephen             |          1
3258  |  stevens             |          1
3259  |  stewart             |          1
3260  |  stickers            |          1
3261  |  sticks              |          1
3262  |  stomach             |          1
3263  |  storage             |          1
3264  |  strange             |          1
3265  |  stranger            |          1
3266  |  strategies          |          1
3267  |  street              |          1
3268  |  streets             |          1
3269  |  strength            |          1
3270  |  strengths           |          1
3271  |  strict              |          1
3272  |  strings             |          1
3273  |  stripes             |          1
3274  |  strong              |          1
3275  |  struct              |          1
3276  |  stuck               |          1
3277  |  stud                |          1
3278  |  studies             |          1
3279  |  studying            |          1
3280  |  stuff               |          1
3281  |  stupid              |          1
3282  |  style               |          1
3283  |  styles              |          1
3284  |  subaru              |          1
3285  |  subcommittee        |          1
3286  |  subject             |          1
3287  |  sublime             |          1
3288  |  submission          |          1
3289  |  subscriber          |          1
3290  |  subsequent          |          1
3291  |  substances          |          1
3292  |  substantial         |          1
3293  |  substantially       |          1
3294  |  substitute          |          1
3295  |  suburban            |          1
3296  |  success             |          1
3297  |  such                |          1
3298  |  sucks               |          1
3299  |  sudan               |          1
3300  |  suddenly            |          1
3301  |  suffering           |          1
3302  |  suggest             |          1
3303  |  suggested           |          1
3304  |  suggesting          |          1
3305  |  suit                |          1
3306  |  suite               |          1
3307  |  suites              |          1
3308  |  sullivan            |          1
3309  |  summit              |          1
3310  |  sunglasses          |          1
3311  |  sunshine            |          1
3312  |  superintendent      |          1
3313  |  supervision         |          1
3314  |  supervisors         |          1
3315  |  supplement          |          1
3316  |  supplied            |          1
3317  |  suppliers           |          1
3318  |  supplies            |          1
3319  |  supported           |          1
3320  |  supposed            |          1
3321  |  sur                 |          1
3322  |  surface             |          1
3323  |  surfaces            |          1
3324  |  surfing             |          1
3325  |  surge               |          1
3326  |  surgeon             |          1
3327  |  surgical            |          1
3328  |  surname             |          1
3329  |  surprising          |          1
3330  |  surveillance        |          1
3331  |  survey              |          1
3332  |  susan               |          1
3333  |  suse                |          1
3334  |  suspended           |          1
3335  |  suspension          |          1
3336  |  sustainable         |          1
3337  |  sustained           |          1
3338  |  suzuki              |          1
3339  |  sv                  |          1
3340  |  swap                |          1
3341  |  sweet               |          1
3342  |  swift               |          1
3343  |  switch              |          1
3344  |  sword               |          1
3345  |  symantec            |          1
3346  |  symphony            |          1
3347  |  synthesis           |          1
3348  |  sys                 |          1
3349  |  ta                  |          1
3350  |  tackle              |          1
3351  |  tactics             |          1
3352  |  tail                |          1
3353  |  taiwan              |          1
3354  |  takes               |          1
3355  |  tale                |          1
3356  |  talented            |          1
3357  |  tales               |          1
3358  |  talks               |          1
3359  |  tamil               |          1
3360  |  tanks               |          1
3361  |  tap                 |          1
3362  |  targeted            |          1
3363  |  targets             |          1
3364  |  task                |          1
3365  |  tasks               |          1
3366  |  taste               |          1
3367  |  tattoo              |          1
3368  |  tax                 |          1
3369  |  taxation            |          1
3370  |  tba                 |          1
3371  |  teach               |          1
3372  |  teachers            |          1
3373  |  teaches             |          1
3374  |  teams               |          1
3375  |  technician          |          1
3376  |  technique           |          1
3377  |  techrepublic        |          1
3378  |  ted                 |          1
3379  |  teddy               |          1
3380  |  tee                 |          1
3381  |  teenage             |          1
3382  |  teens               |          1
3383  |  telecharger         |          1
3384  |  telecom             |          1
3385  |  telecommunications  |          1
3386  |  telescope           |          1
3387  |  television          |          1
3388  |  televisions         |          1
3389  |  temperature         |          1
3390  |  temperatures        |          1
3391  |  ten                 |          1
3392  |  tend                |          1
3393  |  tennis              |          1
3394  |  termination         |          1
3395  |  terms               |          1
3396  |  terrace             |          1
3397  |  terrible            |          1
3398  |  territories         |          1
3399  |  terror              |          1
3400  |  terrorists          |          1
3401  |  testament           |          1
3402  |  tested              |          1
3403  |  testing             |          1
3404  |  tests               |          1
3405  |  tex                 |          1
3406  |  texas               |          1
3407  |  textile             |          1
3408  |  textiles            |          1
3409  |  texts               |          1
3410  |  theater             |          1
3411  |  thee                |          1
3412  |  thehun              |          1
3413  |  theories            |          1
3414  |  therapist           |          1
3415  |  there               |          1
3416  |  thereafter          |          1
3417  |  these               |          1
3418  |  thesis              |          1
3419  |  thickness           |          1
3420  |  thin                |          1
3421  |  third               |          1
3422  |  thong               |          1
3423  |  thoroughly          |          1
3424  |  those               |          1
3425  |  though              |          1
3426  |  thousand            |          1
3427  |  threatened          |          1
3428  |  threatening         |          1
3429  |  threesome           |          1
3430  |  thriller            |          1
3431  |  through             |          1
3432  |  throughout          |          1
3433  |  throw               |          1
3434  |  thrown              |          1
3435  |  throws              |          1
3436  |  thu                 |          1
3437  |  thumb               |          1
3438  |  thumbnail           |          1
3439  |  thumbzilla          |          1
3440  |  ti                  |          1
3441  |  tickets             |          1
3442  |  tie                 |          1
3443  |  til                 |          1
3444  |  tiles               |          1
3445  |  tim                 |          1
3446  |  timeline            |          1
3447  |  timing              |          1
3448  |  tion                |          1
3449  |  tires               |          1
3450  |  titles              |          1
3451  |  toddler             |          1
3452  |  tokyo               |          1
3453  |  told                |          1
3454  |  tolerance           |          1
3455  |  toll                |          1
3456  |  tom                 |          1
3457  |  tomorrow            |          1
3458  |  tony                |          1
3459  |  toolbox             |          1
3460  |  toolkit             |          1
3461  |  tools               |          1
3462  |  topic               |          1
3463  |  toronto             |          1
3464  |  total               |          1
3465  |  totally             |          1
3466  |  touched             |          1
3467  |  touring             |          1
3468  |  tourist             |          1
3469  |  tournament          |          1
3470  |  tournaments         |          1
3471  |  tower               |          1
3472  |  town                |          1
3473  |  toxic               |          1
3474  |  tp                  |          1
3475  |  trace               |          1
3476  |  track               |          1
3477  |  trackbacks          |          1
3478  |  tracker             |          1
3479  |  tract               |          1
3480  |  trail               |          1
3481  |  trailer             |          1
3482  |  trails              |          1
3483  |  train               |          1
3484  |  transcripts         |          1
3485  |  transfer            |          1
3486  |  transfers           |          1
3487  |  translation         |          1
3488  |  transmit            |          1
3489  |  transparent         |          1
3490  |  transport           |          1
3491  |  transportation      |          1
3492  |  trash               |          1
3493  |  travel              |          1
3494  |  travelers           |          1
3495  |  tray                |          1
3496  |  treasures           |          1
3497  |  treat               |          1
3498  |  treaty              |          1
3499  |  trend               |          1
3500  |  trial               |          1
3501  |  triangle            |          1
3502  |  tribune             |          1
3503  |  tried               |          1
3504  |  tries               |          1
3505  |  trim                |          1
3506  |  trinity             |          1
3507  |  trip                |          1
3508  |  troops              |          1
3509  |  tropical            |          1
3510  |  trout               |          1
3511  |  troy                |          1
3512  |  trucks              |          1
3513  |  trust               |          1
3514  |  trusted             |          1
3515  |  trustee             |          1
3516  |  tub                 |          1
3517  |  tubes               |          1
3518  |  tuesday             |          1
3519  |  tumor               |          1
3520  |  tuner               |          1
3521  |  tuning              |          1
3522  |  turns               |          1
3523  |  tutorial            |          1
3524  |  tutorials           |          1
3525  |  tvs                 |          1
3526  |  twice               |          1
3527  |  twinks              |          1
3528  |  twist               |          1
3529  |  ty                  |          1
3530  |  type                |          1
3531  |  typically           |          1
3532  |  u                   |          1
3533  |  ultra               |          1
3534  |  un                  |          1
3535  |  unauthorized        |          1
3536  |  unavailable         |          1
3537  |  uncertainty         |          1
3538  |  underground         |          1
3539  |  understanding       |          1
3540  |  undertaken          |          1
3541  |  uni                 |          1
3542  |  uniprotkb           |          1
3543  |  units               |          1
3544  |  univ                |          1
3545  |  universe            |          1
3546  |  university          |          1
3547  |  unix                |          1
3548  |  unknown             |          1
3549  |  unlikely            |          1
3550  |  unnecessary         |          1
3551  |  untitled            |          1
3552  |  up                  |          1
3553  |  upcoming            |          1
3554  |  update              |          1
3555  |  updated             |          1
3556  |  upload              |          1
3557  |  urge                |          1
3558  |  uri                 |          1
3559  |  using               |          1
3560  |  usps                |          1
3561  |  usually             |          1
3562  |  utilize             |          1
3563  |  utils               |          1
3564  |  uw                  |          1
3565  |  va                  |          1
3566  |  vacation            |          1
3567  |  vaccine             |          1
3568  |  valentine           |          1
3569  |  valuable            |          1
3570  |  valuation           |          1
3571  |  valve               |          1
3572  |  variations          |          1
3573  |  varies              |          1
3574  |  vast                |          1
3575  |  vatican             |          1
3576  |  vc                  |          1
3577  |  vcr                 |          1
3578  |  vegas               |          1
3579  |  vegetables          |          1
3580  |  vehicle             |          1
3581  |  vehicles            |          1
3582  |  velvet              |          1
3583  |  vendor              |          1
3584  |  venezuela           |          1
3585  |  ventures            |          1
3586  |  venues              |          1
3587  |  ver                 |          1
3588  |  verizon             |          1
3589  |  vertex              |          1
3590  |  vertical            |          1
